TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionType_Encoded,Channel_Encoded,CustomerAge_Binned,TransactionAmountNorm,CustomerAgeNorm,AccountBalanceNorm,Cluster
124.22,Debit,Charlotte,ATM,23,Student,172,1,9695.04,1,0,Young Adult,0.13728638986410907,0.08064516129032262,0.6448852369537952,2
38.37,Debit,San Antonio,ATM,63,Doctor,135,1,8647.04,1,0,Senior,0.04220703709036137,0.7258064516129032,0.5744396957935678,2
269.79,Debit,San Jose,ATM,52,Engineer,17,1,1292.1,1,0,Middle Age,0.2985059749925243,0.5483870967741935,0.08004777928497776,2
605.42,Debit,Mesa,ATM,21,Student,33,1,392.34,1,0,Young Adult,0.6702180678457907,0.04838709677419356,0.019566786809475732,2
11.19,Debit,Austin,ATM,60,Engineer,40,1,9877.17,1,0,Middle Age,0.012105035827805033,0.6774193548387097,0.6571278384914976,2
29.19,Credit,Nashville,Branch,58,Doctor,41,1,12059.85,0,1,Middle Age,0.03204013600168341,0.6451612903225806,0.8038454661437924,1
701.7,Credit,Seattle,Online,61,Retired,64,1,6643.24,0,2,Senior,0.7768487036647359,0.6935483870967742,0.4397462078385453,0
862.34,Debit,Kansas City,Branch,57,Doctor,72,1,9903.48,1,1,Middle Age,0.9547583976609482,0.6290322580645161,0.6588963711135639,1
410.97,Debit,Los Angeles,ATM,22,Student,45,1,151.42,1,0,Young Adult,0.4548636106896437,0.06451612903225812,0.0033723786259624074,2
36.97,Debit,Virginia Beach,Branch,41,Engineer,79,1,2850.92,1,1,Adult,0.04065652929905972,0.3709677419354839,0.18483014423858993,1
137.59,Debit,Nashville,ATM,30,Doctor,95,1,10679.67,1,0,Young Adult,0.15209373927103984,0.19354838709677424,0.7110711083207747,2
168.11,Credit,New York,Online,51,Doctor,12,1,10652.13,0,2,Middle Age,0.18589480912141584,0.532258064516129,0.7092198962944839,0
430.98,Debit,Baltimore,Branch,24,Student,93,1,569.25,1,1,Young Adult,0.47702479704960515,0.09677419354838712,0.03145850502193358,1
13.87,Debit,Phoenix,Branch,24,Student,20,1,954.83,1,1,Young Adult,0.015073150742582479,0.09677419354838712,0.05737681777055996,1
642.68,Debit,Jacksonville,ATM,76,Retired,66,1,1831.2,1,0,Senior,0.711483725205719,0.935483870967742,0.11628555718524355,2
175.07,Debit,Las Vegas,Online,28,Engineer,169,2,9274.64,1,2,Young Adult,0.19360304785531546,0.16129032258064518,0.6166263576563146,0
302.82,Debit,Jacksonville,ATM,36,Engineer,175,1,9384.54,1,0,Adult,0.3350868838115911,0.29032258064516125,0.6240137288142431,2
406.81,Debit,New York,Online,66,Retired,84,1,1968.36,1,2,Senior,0.45025638753834735,0.7741935483870968,0.12550531904167178,0
256.3,Debit,New York,Online,53,Retired,172,1,4203.05,1,2,Middle Age,0.28356572491776766,0.5645161290322581,0.27571900833112634,0
80.96,Credit,Jacksonville,Online,19,Student,97,1,959.94,0,2,Young Adult,0.08937569911288802,0.016129032258064557,0.05772030700274389,0
95.78,Debit,Atlanta,Online,22,Student,27,1,271.64,1,2,Young Adult,0.10578893158938123,0.06451612903225812,0.011453450151041156,0
379.54,Credit,Indianapolis,Branch,41,Doctor,118,1,12571.76,0,1,Adult,0.4200547107749216,0.3709677419354839,0.8382555586775061,1
903.19,Debit,El Paso,Online,22,Student,65,1,8627.08,1,2,Young Adult,1.0,0.06451612903225812,0.5730980039981879,0
142.19,Debit,Houston,Branch,18,Student,27,4,524.46,1,1,Child,0.15718826487103096,0.0,0.028447764765667755,1
847.45,Debit,Jacksonville,Branch,28,Student,175,1,422.32,1,1,Young Adult,0.9382676397948899,0.16129032258064518,0.02158201326365857,1
295.18,Credit,Dallas,Branch,66,Doctor,31,1,12961.53,0,1,Senior,0.326625541293345,0.7741935483870968,0.8644555191527178,1
18.46,Debit,Charlotte,Branch,68,Retired,213,1,6381.6,1,1,Senior,0.020156601286921465,0.8064516129032258,0.42215902139850536,1
603.23,Debit,Detroit,Branch,28,Student,48,1,117.98,1,1,Young Adult,0.667792630657969,0.16129032258064518,0.0011245743355063013,1
54.5,Credit,Philadelphia,Branch,57,Retired,147,1,1715.22,0,1,Middle Age,0.06007110185728683,0.6290322580645161,0.1084894943381413,1
414.77,Debit,San Francisco,Online,29,Doctor,274,1,5599.81,1,2,Young Adult,0.4590721318374624,0.1774193548387097,0.36960785763547666,0
886.19,Debit,Colorado Springs,Branch,61,Retired,69,1,7904.24,1,1,Senior,0.981172405391337,0.6935483870967742,0.524509401925422,1
440.03,Debit,San Jose,Online,49,Engineer,88,1,1490.44,1,2,Middle Age,0.48704772241480504,0.5,0.09338000126371773,0
35.46,Debit,Nashville,ATM,56,Retired,285,1,1532.72,1,0,Middle Age,0.03898419589558437,0.6129032258064516,0.0962220217601437,2
76.39,Debit,Denver,Branch,18,Student,219,1,5976.0,1,1,Child,0.08431439867985335,0.0,0.39489498371282955,1
595.91,Credit,San Antonio,ATM,19,Student,162,1,1673.76,0,0,Young Adult,0.6596856899205917,0.016129032258064557,0.10570259344453155,2
6.03,Debit,Chicago,Branch,76,Retired,70,1,3290.72,1,1,Senior,0.006390307111293234,0.935483870967742,0.21439307267586852,1
249.34,Debit,Charlotte,ATM,26,Engineer,197,1,3030.97,1,0,Young Adult,0.275857486183868,0.12903225806451613,0.19693293019841712,2
421.52,Debit,San Jose,Branch,20,Student,67,1,369.86,1,1,Young Adult,0.4665477944026668,0.03225806451612906,0.01805570306397773,1
189.77,Debit,Raleigh,Branch,58,Engineer,24,1,6570.36,1,1,Middle Age,0.20988337966398282,0.6451612903225806,0.4348472850906852,1
73.19,Debit,Atlanta,Branch,76,Retired,213,1,2264.98,1,1,Senior,0.08077038087116387,0.935483870967742,0.1454438270750178,1
188.13,Credit,Jacksonville,Online,75,Retired,198,1,5029.87,0,2,Senior,0.20806707053702944,0.9193548387096775,0.33129704491709877,0
30.52,Debit,Jacksonville,Branch,62,Doctor,122,1,12327.74,1,1,Senior,0.03351311840341997,0.7096774193548387,0.8218527715077364,1
170.24,Debit,San Francisco,Branch,62,Retired,133,1,5172.99,1,1,Senior,0.18825379597532477,0.7096774193548387,0.3409174321793619,1
56.62,Debit,Austin,Branch,54,Doctor,121,1,8981.1,1,1,Middle Age,0.062419013655543615,0.5806451612903226,0.5968948842286685,1
53.14,Debit,Las Vegas,ATM,34,Doctor,70,1,7915.0,1,0,Adult,0.058564894288593794,0.25806451612903225,0.525232678664815,2
587.23,Debit,Omaha,Online,27,Student,144,1,500.84,1,2,Young Adult,0.6500725416145215,0.14516129032258068,0.02686005132844965,0
146.15,Debit,Phoenix,Branch,43,Doctor,75,1,13784.4,1,1,Adult,0.16157398690928423,0.4032258064516129,0.9197680405787828,1
21.27,Credit,Indianapolis,Online,62,Retired,114,1,7392.79,0,2,Senior,0.02326869192517692,0.7096774193548387,0.49013023014450746,0
76.02,Credit,Albuquerque,Online,34,Doctor,189,1,14765.41,0,2,Adult,0.08390462162072362,0.25806451612903225,0.9857105790650372,0
170.19,Credit,Los Angeles,Branch,27,Student,156,5,745.87,0,1,Young Adult,0.188198420697064,0.14516129032258068,0.043330729716322264,1
155.51,Debit,Raleigh,ATM,68,Doctor,15,1,5360.19,1,0,Senior,0.17194023899970096,0.8064516129032258,0.35350083418813527,2
135.15,Debit,Colorado Springs,Online,72,Retired,50,1,5878.14,1,2,Senior,0.1493914256919141,0.8709677419354838,0.3883169296499099,0
39.48,Debit,Omaha,ATM,56,Retired,38,1,5889.51,1,0,Middle Age,0.04343636826775053,0.6129032258064516,0.3890812099962761,2
451.68,Debit,Houston,Online,33,Engineer,15,1,4381.54,1,2,Adult,0.49995016224956523,0.24193548387096775,0.2877169326075471,0
19.11,Credit,Colorado Springs,Online,49,Engineer,160,1,8478.46,0,2,Middle Age,0.020876479904311514,0.5,0.5631079120828891,0
355.0,Credit,Fort Worth,Online,26,Student,33,1,185.47,0,2,Young Adult,0.39287652420453406,0.12903225806451613,0.005661186523391549,0
427.69,Debit,Raleigh,ATM,43,Engineer,236,1,2443.54,1,0,Adult,0.4733811037400462,0.4032258064516129,0.1574464566833863,2
254.86,Debit,Boston,Branch,23,Student,102,1,699.9,1,1,Young Adult,0.2819709169038574,0.08064516129032262,0.04024067100722335,1
19.48,Debit,Dallas,ATM,27,Engineer,114,1,4739.59,1,0,Young Adult,0.021286256963441236,0.14516129032258068,0.311784705520161,2
190.17,Debit,Baltimore,ATM,49,Doctor,265,1,12893.85,1,0,Middle Age,0.21032638189006897,0.5,0.8599061353495459,2
91.38,Debit,Jacksonville,ATM,65,Retired,179,1,2402.58,1,0,Senior,0.10091590710243317,0.7580645161290323,0.15469316530368887,2
206.63,Credit,Oklahoma City,Online,59,Retired,128,1,7626.53,0,2,Middle Age,0.22855592349351553,0.6612903225806451,0.5058420057082399,0
93.22,Debit,Charlotte,Online,52,Retired,52,1,1014.63,1,2,Middle Age,0.10295371734242963,0.5483870967741935,0.061396515634473695,0
547.98,Debit,Oklahoma City,ATM,28,Student,171,1,1358.54,1,0,Young Adult,0.6066029481798145,0.16129032258064518,0.08451381149364715,2
641.06,Debit,Colorado Springs,ATM,23,Student,25,1,1602.13,1,0,Young Adult,0.70968956619007,0.08064516129032262,0.10088769448145228,2
314.55,Credit,Dallas,Branch,27,Student,19,2,1105.89,0,1,Young Adult,0.3480779240915685,0.14516129032258068,0.06753092411375075,1
836.45,Debit,Virginia Beach,Online,61,Retired,63,1,1731.89,1,2,Senior,0.9260850785775198,0.6935483870967742,0.10961003553197812,0
189.45,Credit,Boston,Branch,53,Doctor,62,1,12578.75,0,1,Middle Age,0.20952897788311384,0.5645161290322581,0.8387254196820003,1
91.84,Credit,Mesa,Branch,67,Retired,80,1,1712.41,0,1,Senior,0.1014253596624323,0.7903225806451613,0.10830060886995406,1
609.52,Debit,Washington,ATM,78,Retired,169,1,3485.03,1,0,Senior,0.6747588406631743,0.967741935483871,0.22745440197247518,2
859.3,Credit,Colorado Springs,Branch,78,Retired,68,1,1146.78,0,1,Senior,0.951391580742693,0.967741935483871,0.07027951016150044,1
100.01,Debit,Philadelphia,ATM,50,Doctor,63,1,6393.12,1,0,Middle Age,0.11047368013024264,0.5161290322580645,0.4229333845990452,2
28.78,Credit,Tucson,Online,40,Doctor,51,1,680.55,0,2,Adult,0.03158605871994506,0.3548387096774194,0.038939982818816485,0
111.08,Debit,Chicago,Online,70,Doctor,83,1,7037.34,1,2,Senior,0.12273376673717784,0.8387096774193548,0.4662372267042377,0
470.96,Credit,Indianapolis,Online,69,Doctor,124,2,12991.03,0,2,Senior,0.5213028695469194,0.8225806451612903,0.8664384804735448,0
52.23,Credit,San Francisco,Branch,28,Student,96,1,105.01,0,1,Young Adult,0.057557064224247716,0.16129032258064518,0.0002527435446206634,1
78.62,Debit,Oklahoma City,Branch,32,Doctor,52,1,1360.85,1,1,Adult,0.08678413609028385,0.22580645161290325,0.08466908744792206,1
47.79,Debit,Denver,Branch,25,Student,37,1,1649.92,1,1,Young Adult,0.05263973951469105,0.11290322580645162,0.10410009182119202,1
333.97,Debit,Fresno,Branch,52,Doctor,45,1,5237.36,1,1,Middle Age,0.3695856821680529,0.5483870967741935,0.34524432100043423,1
30.87,Debit,Fresno,ATM,33,Doctor,295,1,14348.65,1,0,Adult,0.03390074535124538,0.24193548387096775,0.9576963770288384,2
710.43,Debit,San Diego,Online,67,Retired,115,1,5625.55,1,2,Senior,0.7865172272490668,0.7903225806451613,0.37133807541168296,0
220.23,Debit,Milwaukee,ATM,41,Engineer,48,1,3438.02,1,0,Adult,0.24361799918044585,0.3709677419354839,0.22429443547443864,2
27.28,Debit,Atlanta,ATM,29,Doctor,96,1,10668.24,1,0,Young Adult,0.029924800372121866,0.1774193548387097,0.710302794832739,2
101.52,Debit,Tucson,ATM,49,Engineer,98,1,2018.9,1,0,Middle Age,0.11214601353371799,0.5,0.12890256870792932,2
162.65,Debit,New York,ATM,59,Engineer,147,1,9500.95,1,0,Middle Age,0.1798478287353394,0.6612903225806451,0.6318386958433099,2
10.52,Debit,Kansas City,ATM,55,Retired,30,1,2472.99,1,0,Middle Age,0.011363007099110672,0.5967741935483871,0.15942605705282206,2
270.72,Debit,Los Angeles,Branch,38,Doctor,37,1,6522.47,1,1,Adult,0.2995359551681747,0.32258064516129037,0.431628165848163,1
202.34,Debit,New York,Online,20,Student,134,1,1223.45,1,2,Young Adult,0.2238047246187412,0.03225806451612906,0.07543319302481594,0
247.58,Debit,San Antonio,ATM,39,Engineer,152,1,778.74,1,0,Adult,0.2739082763890888,0.33870967741935487,0.04554021916091833,2
686.17,Debit,Denver,ATM,61,Retired,96,1,2246.15,1,0,Senior,0.7596491422369396,0.6935483870967742,0.14417809278107974,2
359.65,Credit,Jacksonville,Online,25,Student,289,1,219.53,0,2,Young Adult,0.39802642508278596,0.11290322580645162,0.007950666611098937,0
109.91,Debit,Seattle,Branch,38,Doctor,90,1,12896.06,1,1,Adult,0.12143798522587575,0.32258064516129037,0.8600546894010382,1
215.72,Credit,Columbus,Branch,30,Engineer,137,1,8697.11,0,1,Young Adult,0.23862314908132412,0.19354838709677424,0.5778053525167477,1
490.76,Debit,Columbus,Online,66,Retired,156,1,6414.11,1,2,Senior,0.5432314797381856,0.7741935483870968,0.4243443119930845,0
224.28,Debit,Chicago,Online,64,Retired,68,1,5767.51,1,2,Senior,0.2481033967195685,0.7419354838709677,0.38088048860166945,0
614.03,Debit,Dallas,ATM,68,Retired,51,1,2815.86,1,0,Senior,0.679753690762296,0.8064516129032258,0.1824734451230579,2
608.79,Debit,Fort Worth,Online,55,Engineer,157,1,2991.17,1,2,Middle Age,0.6739503616005669,0.5967741935483871,0.1942576128909963,0
186.55,Debit,Philadelphia,Branch,48,Engineer,288,1,224.65,1,1,Middle Age,0.206317211743989,0.4838709677419355,0.008294828033561116,1
840.16,Credit,Colorado Springs,Branch,20,Student,68,1,1236.76,0,1,Young Adult,0.9301939242244691,0.03225806451612906,0.07632787828516195,1
203.34,Debit,Phoenix,ATM,60,Doctor,66,1,13586.99,1,0,Middle Age,0.22491223018395667,0.6774193548387097,0.9064983322959198,2
90.88,Debit,Colorado Springs,ATM,26,Engineer,284,1,7117.35,1,0,Young Adult,0.10036215431982544,0.12903225806451613,0.4716154211204875,2
60.11,Credit,Albuquerque,Branch,61,Retired,122,1,7235.87,0,1,Senior,0.06628420807814558,0.6935483870967742,0.4795822202982643,1
393.92,Debit,Memphis,Branch,72,Retired,47,1,7318.64,1,1,Senior,0.43598064080272,0.8709677419354838,0.4851459392313101,1
19.39,Debit,Colorado Springs,ATM,43,Doctor,45,1,9847.6,1,0,Adult,0.021186581462571845,0.4032258064516129,0.6551401718387229,2
557.41,Credit,Washington,Online,80,Retired,49,1,2968.75,0,2,Senior,0.6170467256597963,1.0,0.19275056228716778,0
57.07,Credit,Boston,Online,31,Doctor,99,1,9323.71,0,2,Adult,0.06291739115989058,0.20967741935483875,0.6199247953516698,0
395.27,Credit,Miami,Online,18,Student,167,1,1764.08,0,2,Child,0.4374757733157608,0.0,0.11177381603765342,0
289.05,Debit,New York,ATM,75,Retired,116,1,5683.49,1,0,Senior,0.31983653217857416,0.9193548387096775,0.3752327458838428,2
46.11,Debit,San Francisco,Online,33,Doctor,233,1,5225.73,1,2,Adult,0.050779130165129076,0.24193548387096775,0.3444625637068336,0
335.5,Debit,Sacramento,ATM,63,Retired,47,1,6445.4,1,0,Senior,0.3712801656828325,0.7258064516129032,0.4264475953737176,2
388.07,Debit,Seattle,Online,24,Student,68,1,289.71,1,2,Young Adult,0.4295017332462095,0.09677419354838712,0.01266809798383248,0
520.86,Credit,Sacramento,Online,51,Engineer,66,1,9200.74,0,2,Middle Age,0.5765673972511711,0.532258064516129,0.6116588715000734,0
787.41,Debit,Memphis,Online,25,Student,39,1,300.87,1,2,Young Adult,0.8717730056593533,0.11290322580645162,0.013418262334355512,0
31.7,Credit,Raleigh,ATM,48,Doctor,121,1,743.9,0,0,Middle Age,0.03481997497037422,0.4838709677419355,0.04319830823150771,2
22.3,Debit,Philadelphia,ATM,21,Student,90,1,1200.35,1,0,Young Adult,0.02440942265734885,0.04838709677419356,0.07388043348206665,2
203.12,Debit,San Jose,ATM,56,Retired,181,1,1562.39,1,0,Middle Age,0.22466857895960926,0.6129032258064516,0.0982164103157009,2
315.94,Credit,Raleigh,Branch,49,Doctor,172,1,7719.71,0,1,Middle Age,0.349617356827218,0.5,0.5121054747209403,1
192.23,Debit,Albuquerque,Online,54,Engineer,39,3,2610.67,1,2,Middle Age,0.21260784335441282,0.5806451612903226,0.16868077280371913,0
0.26,Debit,Oklahoma City,Online,20,Student,173,1,1833.67,1,2,Young Adult,0.0,0.03225806451612906,0.11645158818397043,0
210.77,Debit,Mesa,ATM,71,Retired,161,1,5396.65,1,0,Senior,0.2331409965335076,0.8548387096774193,0.3559516399426218,2
406.65,Debit,Mesa,ATM,57,Doctor,107,1,12995.7,1,0,Middle Age,0.4500791866479128,0.6290322580645161,0.8667523933334859,2
422.9,Debit,Tucson,ATM,40,Engineer,111,1,7616.43,1,0,Adult,0.4680761520826641,0.3548387096774194,0.505163093527211,2
20.62,Credit,Philadelphia,ATM,35,Doctor,225,1,12500.8,0,0,Adult,0.02254881330778687,0.27419354838709675,0.8334856964630692,2
174.39,Debit,San Francisco,ATM,19,Student,36,1,1127.08,1,0,Young Adult,0.19284994407096892,0.016129032258064557,0.06895529531335495,2
7.86,Credit,Sacramento,Branch,76,Retired,91,1,3621.98,0,1,Senior,0.008417042295637535,0.935483870967742,0.23666004783306022,1
61.98,Debit,Denver,Online,49,Engineer,44,1,5212.28,1,2,Middle Age,0.0683552434850985,0.5,0.34355846778259214,0
54.85,Credit,San Francisco,Branch,58,Retired,40,1,2727.45,0,1,Middle Age,0.06045872880511224,0.6451612903225806,0.17653061087308108,1
204.7,Debit,Oklahoma City,Branch,49,Doctor,95,5,5117.03,1,1,Middle Age,0.2264184377526497,0.5,0.33715585538229476,1
16.55,Debit,Tucson,Branch,26,Engineer,159,1,6089.79,1,1,Young Adult,0.018041265657359924,0.12903225806451613,0.40254383688899587,1
91.32,Debit,Milwaukee,Branch,58,Engineer,77,1,2618.1,1,1,Middle Age,0.10084945676852024,0.6451612903225806,0.1691802101804562,1
195.49,Debit,Memphis,ATM,31,Doctor,212,1,11988.12,1,0,Adult,0.21621831149701526,0.20967741935483875,0.7990238452779307,2
49.62,Debit,Portland,ATM,55,Engineer,111,1,3841.42,1,0,Middle Age,0.05466647469903535,0.5967741935483871,0.25141059129890014,2
487.16,Credit,Los Angeles,Branch,28,Student,84,1,321.21,0,1,Young Adult,0.53924445970341,0.16129032258064518,0.014785497360308777,1
405.6,Debit,Tucson,Online,37,Engineer,44,1,9754.73,1,2,Adult,0.44891630580443664,0.30645161290322587,0.6488975407246481,0
512.95,Debit,Columbus,Branch,57,Engineer,143,1,9584.52,1,1,Middle Age,0.5678070282303168,0.6290322580645161,0.6374561899986154,1
345.94,Debit,Portland,ATM,31,Doctor,163,1,7624.56,1,0,Adult,0.38284252378368194,0.20967741935483875,0.5057095842234254,2
356.56,Debit,New York,Online,47,Engineer,52,1,2485.73,1,2,Middle Age,0.3946042328862702,0.467741935483871,0.16028242746730806,0
10.31,Debit,Louisville,Online,36,Engineer,280,1,2137.9,1,2,Adult,0.011130430930415425,0.29032258064516125,0.136901633019062,0
211.69,Debit,Atlanta,Branch,30,Doctor,111,1,6412.85,1,1,Young Adult,0.23415990165350578,0.19354838709677424,0.4242596160180255,1
221.49,Credit,Oklahoma City,Branch,23,Student,196,1,707.25,0,1,Young Adult,0.24501345619261736,0.08064516129032262,0.0407347308617345,1
278.23,Debit,Fresno,Online,48,Engineer,83,1,8300.54,1,2,Middle Age,0.30785332196294285,0.4838709677419355,0.5511483026523285,0
116.88,Debit,Memphis,ATM,45,Doctor,263,1,7717.34,1,0,Adult,0.12915729901542755,0.435483870967742,0.5119461656249958,2
328.77,Credit,San Diego,Online,39,Doctor,247,1,6967.03,0,2,Adult,0.36382665322893243,0.33870967741935487,0.4615110568578869,0
77.53,Debit,Louisville,Branch,54,Retired,55,1,5158.6,1,1,Middle Age,0.08557695502419899,0.5806451612903226,0.33995015036896525,1
421.74,Debit,San Jose,Online,67,Doctor,103,1,12031.14,1,2,Senior,0.46679144562701425,0.7903225806451613,0.8019156078549468,0
313.69,Debit,Oklahoma City,Branch,73,Retired,152,1,7093.68,1,1,Senior,0.3471254693054832,0.8870967741935485,0.47002434673187815,1
411.72,Debit,Washington,Branch,29,Doctor,153,1,8539.86,1,1,Young Adult,0.4556942398635553,0.1774193548387097,0.5672351603913224,1
508.73,Debit,Chicago,Branch,59,Retired,89,1,7640.57,1,1,Middle Age,0.5631333547451075,0.6612903225806451,0.5067857608588979,1
153.08,Debit,Omaha,ATM,24,Student,201,1,1292.21,1,0,Young Adult,0.1692490004762274,0.09677419354838712,0.08005517337803848,2
23.01,Debit,Las Vegas,Branch,63,Retired,166,1,5958.75,1,1,Senior,0.025195751608651833,0.7258064516129032,0.39373545548285444,1
69.28,Debit,Los Angeles,Online,25,Student,129,1,708.74,1,2,Young Adult,0.0764400341111714,0.11290322580645162,0.04083488721319321,0
51.25,Credit,Austin,Branch,28,Student,66,1,1744.4,0,1,Young Adult,0.05647170877033656,0.16129032258064518,0.11045094557006443,1
407.65,Debit,Denver,ATM,25,Student,263,1,273.78,1,0,Young Adult,0.4511866922131283,0.11290322580645162,0.011597298870585894,2
459.25,Debit,Tucson,Branch,25,Student,59,1,130.76,1,1,Young Adult,0.5083339793782463,0.11290322580645162,0.0019836335111052556,1
301.56,Debit,Seattle,Branch,49,Doctor,118,1,10389.6,1,1,Middle Age,0.3336914267994196,0.5,0.69157288491968,1
17.67,Debit,San Diego,Online,63,Doctor,91,1,1048.18,1,2,Senior,0.019281671890401246,0.7258064516129032,0.06365171401799051,0
5.29,Credit,San Francisco,Online,32,Doctor,132,1,12896.68,0,2,Adult,0.00557075299303379,0.22580645161290325,0.8600963651982896,0
401.37,Debit,Los Angeles,Branch,43,Engineer,251,1,8208.54,1,1,Adult,0.4442315572635752,0.4032258064516129,0.5449641520924613,1
145.4,Debit,Tucson,Online,38,Engineer,24,1,5244.49,1,2,Adult,0.16074335773537263,0.32258064516129037,0.34572359266882396,0
556.34,Debit,Seattle,Online,37,Doctor,46,1,11935.14,1,2,Adult,0.6158616947050158,0.30645161290322587,0.7954625811837809,0
34.31,Debit,Philadelphia,ATM,24,Student,251,1,1484.76,1,0,Young Adult,0.03771056449558659,0.09677419354838712,0.09299819718567376,2
780.59,Credit,Tucson,Online,23,Student,145,1,6513.34,0,2,Young Adult,0.8642198177045839,0.08064516129032262,0.431014456124124,0
282.65,Debit,Fort Worth,ATM,35,Doctor,161,1,13801.15,1,0,Adult,0.31274849656119513,0.27419354838709675,0.9208939592948456,2
305.27,Debit,Las Vegas,Online,68,Doctor,147,1,12958.65,1,2,Senior,0.33780027244636895,0.8064516129032258,0.8642619283525828,0
185.81,Debit,Austin,Online,32,Doctor,116,1,9588.71,1,2,Adult,0.20549765762572955,0.22580645161290325,0.6377378377252005,0
66.01,Debit,Milwaukee,Online,49,Engineer,179,1,3475.99,1,2,Middle Age,0.07281849091291684,0.5,0.22684674196094037,0
447.95,Debit,Tucson,Branch,29,Engineer,75,1,7544.4,1,1,Young Adult,0.4958191664913115,0.1774193548387097,0.5003213069530018,1
279.3,Debit,Oklahoma City,ATM,19,Student,48,1,1193.61,1,0,Young Adult,0.30903835291772336,0.016129032258064557,0.07342737723452854,2
26.75,Debit,Indianapolis,Online,33,Doctor,27,1,12063.77,1,2,Adult,0.02933782242255767,0.24193548387096775,0.804108964732865,0
611.15,Debit,Detroit,ATM,27,Student,121,1,892.83,1,0,Young Adult,0.6765640747344754,0.14516129032258068,0.053209238045432,2
275.2,Debit,New York,Online,54,Engineer,81,1,1230.12,1,2,Middle Age,0.30449758010033995,0.5806451612903226,0.0758815439404063,0
427.79,Debit,San Jose,Branch,18,Student,189,1,1479.67,1,1,Child,0.4734918542965678,0.0,0.09265605233404632,1
469.13,Credit,San Antonio,ATM,54,Doctor,139,1,1265.28,0,0,Middle Age,0.5192761343625751,0.5806451612903226,0.0782449649587208,2
102.81,Debit,Seattle,Branch,76,Retired,47,1,3228.87,1,1,Senior,0.11357469571284595,0.935483870967742,0.21023557580491425,1
22.61,Debit,Seattle,Online,19,Student,145,1,1111.67,1,2,Young Adult,0.024752749382565643,0.016129032258064557,0.06791945009457719,0
68.28,Debit,Boston,Online,56,Engineer,293,1,3213.16,1,2,Middle Age,0.07533252854595593,0.6129032258064516,0.2091795648777891,0
33.65,Credit,New York,Online,63,Doctor,146,1,12719.93,0,2,Senior,0.036979610822544376,0.7258064516129032,0.8482154020302837,0
362.68,Credit,Miami,ATM,63,Retired,137,1,2040.77,0,0,Senior,0.40138216694538886,0.7258064516129032,0.13037264884645428,2
73.23,Debit,San Francisco,Branch,20,Student,172,1,1309.85,1,1,Young Adult,0.08081468109377249,0.03225806451612906,0.0812409170288652,1
654.49,Credit,Austin,Online,25,Student,104,1,164.61,0,2,Young Adult,0.7245633659309137,0.11290322580645162,0.004258997602969468,0
18.56,Credit,Memphis,Branch,49,Engineer,161,1,4230.37,0,1,Middle Age,0.02026735184344301,0.5,0.2775554321712956,1
389.05,Debit,Dallas,ATM,27,Student,41,1,761.0,1,0,Young Adult,0.4305870887001207,0.14516129032258068,0.04434775360730914,2
7.38,Debit,Houston,Online,67,Retired,105,1,2923.83,1,2,Senior,0.007885439624334111,0.7903225806451613,0.18973108355728474,0
109.48,Debit,Baltimore,Online,61,Retired,93,1,7372.47,1,2,Senior,0.1209617578328331,0.6935483870967742,0.48876433949911074,0
66.91,Debit,Seattle,ATM,39,Doctor,85,1,871.1,1,0,Adult,0.07381524592161075,0.33870967741935487,0.05174856857080248,2
335.48,Debit,Oklahoma City,Branch,45,Engineer,155,1,3023.16,1,1,Adult,0.3712580155715282,0.435483870967742,0.19640794959110666,1
38.14,Debit,Albuquerque,Online,19,Student,174,1,1119.21,1,2,Young Adult,0.04195231081036182,0.016129032258064557,0.068426281564375,0
360.02,Debit,Dallas,Online,68,Retired,68,1,6400.59,1,2,Senior,0.39843620214191566,0.8064516129032258,0.42343551073689534,0
567.71,Debit,Memphis,Online,63,Doctor,80,1,13884.24,1,2,Senior,0.6284540329815157,0.7258064516129032,0.9264791883167953,0
218.19,Debit,Austin,ATM,19,Student,185,1,620.83,1,0,Young Adult,0.24135868782740633,0.016129032258064557,0.034925662477128736,2
209.99,Debit,Denver,ATM,19,Student,40,1,1938.01,1,0,Young Adult,0.2322771421926395,0.016129032258064557,0.12346522154719383,2
11.02,Debit,Tucson,Branch,19,Student,280,1,964.79,1,1,Young Adult,0.011916759881718404,0.016129032258064557,0.05804631928769341,1
83.43,Debit,New York,Online,56,Retired,109,1,1870.16,1,2,Middle Age,0.09211123785897024,0.6129032258064516,0.11890441050929171,0
344.97,Debit,Austin,Online,34,Doctor,106,1,5577.94,1,2,Adult,0.381768243385423,0.25806451612903225,0.3681377774969516,0
172.29,Debit,El Paso,ATM,36,Engineer,283,1,8700.8,1,0,Adult,0.19052418238401647,0.29032258064516125,0.5780533907294206,2
195.54,Debit,Omaha,Online,60,Retired,255,1,2794.66,1,2,Middle Age,0.21627368677527603,0.6774193548387097,0.18104840173317543,0
101.23,Debit,Colorado Springs,Online,45,Engineer,87,1,6169.71,1,2,Adult,0.1118248369198055,0.435483870967742,0.40791598159274145,0
180.46,Debit,Fresno,ATM,25,Student,34,1,831.75,1,0,Young Adult,0.19957250285182684,0.11290322580645162,0.049103499825902716,2
